path,label,split,dataset,source_split,source_id,width,height,sha256
data/raw/authentic/b050fada22f902f4b688e68319ad2bfd6360ae38f13a241088cdac1c7a69da26.jpg,0,train,saberzl/SID_Set,train,00f3b968e7ab5846,1024,783,b050fada22f902f4b688e68319ad2bfd6360ae38f13a241088cdac1c7a69da26
data/raw/authentic/57bd677a3f9fe459e654bea94d4691126aa3a8d7bf0f842529050de92c2f697a.jpg,0,train,saberzl/SID_Set,train,00fb4552b1e89b4e,1024,768,57bd677a3f9fe459e654bea94d4691126aa3a8d7bf0f842529050de92c2f697a
data/raw/authentic/9c22979300f410c660e1c8300d09dd3c39e902bb55f8541a25e45afea379c3d6.jpg,0,train,saberzl/SID_Set,train,0112ee3d51a7453d,1024,575,9c22979300f410c660e1c8300d09dd3c39e902bb55f8541a25e45afea379c3d6
data/raw/authentic/069874f2a83be9d9870833e072671bea336017f5f3f3b66b29cf7be0afdc56f7.jpg,0,train,saberzl/SID_Set,train,0122dbaedadf87cd,1024,768,069874f2a83be9d9870833e072671bea336017f5f3f3b66b29cf7be0afdc56f7
data/raw/authentic/d6323fa2f9194c3ee5cc28138457e5d9308f1624cea0f41b808f67c1f2d35db1.jpg,0,train,saberzl/SID_Set,train,01261e80331ceba7,1024,768,d6323fa2f9194c3ee5cc28138457e5d9308f1624cea0f41b808f67c1f2d35db1
data/raw/authentic/3e5e377e4826606262047a858fe8f76b53ee55ad53b78451a714c6bc162155b8.jpg,0,train,saberzl/SID_Set,train,0159ae81772be089,678,1024,3e5e377e4826606262047a858fe8f76b53ee55ad53b78451a714c6bc162155b8
data/raw/authentic/bdcdd205d174534b9a2a5d10bf6f5617facda6ae44cefa07cb9a030093af8444.jpg,0,train,saberzl/SID_Set,train,0162451c0f39e7c9,768,1024,bdcdd205d174534b9a2a5d10bf6f5617facda6ae44cefa07cb9a030093af8444
data/raw/authentic/a62cfc1135d4fcbd6f25c39e5438dea0b06d2438312e9ffc93ffa680502e3bd8.jpg,0,train,saberzl/SID_Set,train,017525e03337c077,1024,683,a62cfc1135d4fcbd6f25c39e5438dea0b06d2438312e9ffc93ffa680502e3bd8
data/raw/authentic/20839ee2b92817b4115ab40df787505f36a58c05b244a485d56c7f8567adae01.jpg,0,train,saberzl/SID_Set,train,017931e35ad82595,1024,683,20839ee2b92817b4115ab40df787505f36a58c05b244a485d56c7f8567adae01
data/raw/authentic/16f7d9c27f2a31d3ab132cbfe17b69342aa5921d90c22675c2cbce8d166829db.jpg,0,train,saberzl/SID_Set,train,0182d3a6854ac4c2,1024,580,16f7d9c27f2a31d3ab132cbfe17b69342aa5921d90c22675c2cbce8d166829db
data/raw/authentic/af207669ca40ecbb854da9852a5e27169ed378db9103f345911ffff8f2327ef5.jpg,0,train,saberzl/SID_Set,train,01928aa92449f39b,1024,691,af207669ca40ecbb854da9852a5e27169ed378db9103f345911ffff8f2327ef5
data/raw/authentic/961d1ada2c55a4b858455bd00243231a6ebcfbdd3d097d1cde3d3ebd5771e16c.jpg,0,train,saberzl/SID_Set,train,019e007a5fa04a51,1024,576,961d1ada2c55a4b858455bd00243231a6ebcfbdd3d097d1cde3d3ebd5771e16c
data/raw/authentic/54ffa7ddb67cb64af66432e736a3dd42f02c2678e59f9dc9025d52baa1980713.jpg,0,train,saberzl/SID_Set,train,01a82fd3b8d6b581,1024,683,54ffa7ddb67cb64af66432e736a3dd42f02c2678e59f9dc9025d52baa1980713
data/raw/authentic/866a06bb6500e26ed380e8ca29bf10608a633186bd374effd13c3a7c573b175e.jpg,0,train,saberzl/SID_Set,train,01b321a558dfe242,768,1024,866a06bb6500e26ed380e8ca29bf10608a633186bd374effd13c3a7c573b175e
data/raw/authentic/10be63a2ce20d35ac699aa58456d0e756603a53ca35aaf7c27f3b5126aaed7fa.jpg,0,train,saberzl/SID_Set,train,01c2defd80bf1257,1024,855,10be63a2ce20d35ac699aa58456d0e756603a53ca35aaf7c27f3b5126aaed7fa
data/raw/authentic/05399971bd88e19f5906ea7cee3991c736e924076a6b1bc642ed3a1f48475cd1.jpg,0,train,saberzl/SID_Set,train,01c7dd4d30d5a604,1024,1024,05399971bd88e19f5906ea7cee3991c736e924076a6b1bc642ed3a1f48475cd1
data/raw/authentic/c7427a390c1100bd9359924fd95453b42b77aaae07f9ef781eaa12795c6bd40a.jpg,0,train,saberzl/SID_Set,train,01cc1b0f620bd54f,683,1024,c7427a390c1100bd9359924fd95453b42b77aaae07f9ef781eaa12795c6bd40a
data/raw/authentic/657a5cf7ce0c42a47f8960721fd97a775d6ce7430ada08e93be53f596466245f.jpg,0,train,saberzl/SID_Set,train,01d172ee68926441,1024,768,657a5cf7ce0c42a47f8960721fd97a775d6ce7430ada08e93be53f596466245f
data/raw/authentic/b67f0cff35d4a0cabd83763831262609ba6031627470818e793eb8e2447cd216.jpg,0,train,saberzl/SID_Set,train,0218c55b31ce4c6f,1024,768,b67f0cff35d4a0cabd83763831262609ba6031627470818e793eb8e2447cd216
data/raw/authentic/9dbb4622e2e8b36b6b06c6cc96de4bd302513f8d03e469c59ecf815e140f687e.jpg,0,train,saberzl/SID_Set,train,023b916a1dfe4c43,1024,768,9dbb4622e2e8b36b6b06c6cc96de4bd302513f8d03e469c59ecf815e140f687e
data/raw/authentic/43cc47f8bcbb3c1ff0bbf3b999ee4a693fbd8b19a12071cd7ed3afcb39ebc4d7.jpg,0,train,saberzl/SID_Set,train,024411d1c9c45cea,1024,768,43cc47f8bcbb3c1ff0bbf3b999ee4a693fbd8b19a12071cd7ed3afcb39ebc4d7
data/raw/authentic/8d7ad2e24966d339a85c868e1802ffe15f3d77be1390fe3c11dc0df6a4659ed6.jpg,0,train,saberzl/SID_Set,train,027cbb61ab84fc03,1024,593,8d7ad2e24966d339a85c868e1802ffe15f3d77be1390fe3c11dc0df6a4659ed6
data/raw/authentic/076cd74d7d636335e040d331dfe2a980ca1ef44b706f10d3f75234bc4a43e966.jpg,0,train,saberzl/SID_Set,train,02886d1242e49f58,1024,728,076cd74d7d636335e040d331dfe2a980ca1ef44b706f10d3f75234bc4a43e966
data/raw/authentic/2e3f4c1a0d60b7224f624a3931154f7f94e70da8d472f755d84b73b6ffd5d64d.jpg,0,train,saberzl/SID_Set,train,02a33b74d21cb306,1024,1024,2e3f4c1a0d60b7224f624a3931154f7f94e70da8d472f755d84b73b6ffd5d64d
data/raw/authentic/f48b6fed49d877cd8332a6cb5460186d1de9ce02c6b485bc64e48c2f33b01371.jpg,0,train,saberzl/SID_Set,train,02b4af6a439a554a,1024,768,f48b6fed49d877cd8332a6cb5460186d1de9ce02c6b485bc64e48c2f33b01371
data/raw/authentic/a7af38f638ca2505740d91343e16a8ffbe23297875dd933477014109cf93a78b.jpg,0,train,saberzl/SID_Set,train,02d13d7c7de5df28,1024,683,a7af38f638ca2505740d91343e16a8ffbe23297875dd933477014109cf93a78b
data/raw/authentic/211046a461036df5ec5e04d85da2f508440afcbff0694315ae0a76268d918ffa.jpg,0,train,saberzl/SID_Set,train,02dfbf71b20c8ec6,1024,768,211046a461036df5ec5e04d85da2f508440afcbff0694315ae0a76268d918ffa
data/raw/authentic/6ca9b68bee28c1ca47192a073cb94390b354c46909a00c887dd751b63831147e.jpg,0,train,saberzl/SID_Set,train,031aeb35992eeb17,683,1024,6ca9b68bee28c1ca47192a073cb94390b354c46909a00c887dd751b63831147e
data/raw/authentic/063cd5b1af7aa0f5514a2c5b84a527bed4ed898480be0931990c821f5128404c.jpg,0,train,saberzl/SID_Set,train,031cd891254d3f96,683,1024,063cd5b1af7aa0f5514a2c5b84a527bed4ed898480be0931990c821f5128404c
data/raw/authentic/f783dc2edb15eadb14b9fbd3f9b743562e5afcdfb166653116fb8132c9897529.jpg,0,train,saberzl/SID_Set,train,0357536c1871c74d,1024,768,f783dc2edb15eadb14b9fbd3f9b743562e5afcdfb166653116fb8132c9897529
data/raw/authentic/baed96e98b5dd38e87dd3ac71993221e0c99ae72ad3fca616e7ef8be37320be9.jpg,0,train,saberzl/SID_Set,train,035dc3f64a88c0e3,683,1024,baed96e98b5dd38e87dd3ac71993221e0c99ae72ad3fca616e7ef8be37320be9
data/raw/authentic/f67a9b8b81b8e24470962eb225f3b062eb18911b4f3e924714b91c22d7c9fd3d.jpg,0,train,saberzl/SID_Set,train,03622c9fcb3849e3,1024,768,f67a9b8b81b8e24470962eb225f3b062eb18911b4f3e924714b91c22d7c9fd3d
data/raw/authentic/57ec2c7495623b79eb20057047dfdde7ab91c3a583d3b9c69fe10bf29cc1d3ee.jpg,0,train,saberzl/SID_Set,train,0362b35d466ff4e7,1024,819,57ec2c7495623b79eb20057047dfdde7ab91c3a583d3b9c69fe10bf29cc1d3ee
data/raw/authentic/546b30632d51a0914084c0e9c2ec2902097d13dc260e6a0593ee4ef5823dd657.jpg,0,train,saberzl/SID_Set,train,03840b03ea390b8d,768,1024,546b30632d51a0914084c0e9c2ec2902097d13dc260e6a0593ee4ef5823dd657
data/raw/authentic/fd4ad8b018b2d7ce340bd277860f38d1f5ba5e2827a23f934052b205c5a09093.jpg,0,train,saberzl/SID_Set,train,039c66bdef662de4,1024,768,fd4ad8b018b2d7ce340bd277860f38d1f5ba5e2827a23f934052b205c5a09093
data/raw/authentic/939b0faafb7509029f3c0e0eb115b59f769af4ced0d79bda6012ee372ab76a48.jpg,0,train,saberzl/SID_Set,train,03ae8994d567f191,1024,768,939b0faafb7509029f3c0e0eb115b59f769af4ced0d79bda6012ee372ab76a48
data/raw/authentic/cc82dfddcd3669990407c027843892945a8602f73d47a43da819130bf66d3d0b.jpg,0,train,saberzl/SID_Set,train,03b25160cffcc9c6,833,1024,cc82dfddcd3669990407c027843892945a8602f73d47a43da819130bf66d3d0b
data/raw/authentic/0bc94f41ad5dbab06d683c7a85dae6fa5eb78495303426488c33fa3f2c41f349.jpg,0,train,saberzl/SID_Set,train,03b68b05b6e2f7cf,683,1024,0bc94f41ad5dbab06d683c7a85dae6fa5eb78495303426488c33fa3f2c41f349
data/raw/authentic/22856e6343a37f3179769b8d8bdeeb1898df64c83ac9ed66852b6f84835fad26.jpg,0,train,saberzl/SID_Set,train,03f8467207290041,1024,768,22856e6343a37f3179769b8d8bdeeb1898df64c83ac9ed66852b6f84835fad26
data/raw/authentic/937220037df3a020156eb25075da8ec18bf4cf765bebd124d7a015c555eb2f5c.jpg,0,train,saberzl/SID_Set,train,0418adfd3302ea9b,1024,682,937220037df3a020156eb25075da8ec18bf4cf765bebd124d7a015c555eb2f5c
data/raw/authentic/0a866eef9f69e0be45e4e0c64816921f6b008e65349718371d9428915c208b8a.jpg,0,train,saberzl/SID_Set,train,0436c9664c6fca8e,1024,768,0a866eef9f69e0be45e4e0c64816921f6b008e65349718371d9428915c208b8a
data/raw/authentic/67b28622e475309ae87652a4eef8e8c16e16aff69038264dab50dfe4e3ff5872.jpg,0,train,saberzl/SID_Set,train,044f6438569d6c6e,1024,768,67b28622e475309ae87652a4eef8e8c16e16aff69038264dab50dfe4e3ff5872
data/raw/authentic/2fd6d7b962cc55857b18eb2ca6fbf7482974654c3ac5854bb9f217336a4daf40.jpg,0,train,saberzl/SID_Set,train,045a698b3e664a4a,1024,768,2fd6d7b962cc55857b18eb2ca6fbf7482974654c3ac5854bb9f217336a4daf40
data/raw/authentic/1b61ca96e1cff6c99cea36f221235b04421fcb6b3b7ce7c86034b3b4a4d11e34.jpg,0,train,saberzl/SID_Set,train,045c59168b2f3a50,1024,663,1b61ca96e1cff6c99cea36f221235b04421fcb6b3b7ce7c86034b3b4a4d11e34
data/raw/authentic/68c5cb472ff90a716869b36748afd8a894fc713a6337c37fbbad2ff74521ae72.jpg,0,train,saberzl/SID_Set,train,048746fdc57e6119,1024,1024,68c5cb472ff90a716869b36748afd8a894fc713a6337c37fbbad2ff74521ae72
data/raw/authentic/121f4d2b58854ab1dcfed9e8c2f0528370ef2eed1b404745cef7f2a9245637d3.jpg,0,train,saberzl/SID_Set,train,049a256882ff87c7,1024,942,121f4d2b58854ab1dcfed9e8c2f0528370ef2eed1b404745cef7f2a9245637d3
data/raw/authentic/c112d677d2c38c0f99cb97385e996e6f91be2a916ada5083bef411075740bb65.jpg,0,train,saberzl/SID_Set,train,04ad1c3f152fbbfe,768,971,c112d677d2c38c0f99cb97385e996e6f91be2a916ada5083bef411075740bb65
data/raw/authentic/cccf8e2d376b439f16b2b9b37aa89cef263e767289579a291607ec4c4c7cfac6.jpg,0,train,saberzl/SID_Set,train,04d7d3f205212344,1024,680,cccf8e2d376b439f16b2b9b37aa89cef263e767289579a291607ec4c4c7cfac6
data/raw/authentic/2d47ffaffd1e2277257752aba2a2f9034d0621ff2ba8bbeef51363f2b3b6bee5.jpg,0,train,saberzl/SID_Set,train,0524927f3ad3d272,1024,681,2d47ffaffd1e2277257752aba2a2f9034d0621ff2ba8bbeef51363f2b3b6bee5
data/raw/authentic/70ebcf19754ca2ecd6e972b64baee797b1d0cbba83f293be585dbcb90e3cce9c.jpg,0,train,saberzl/SID_Set,train,0525f4a4e818245b,768,1024,70ebcf19754ca2ecd6e972b64baee797b1d0cbba83f293be585dbcb90e3cce9c
data/raw/authentic/13cfb62f0abc2f23de51cd54169dab13db49868382c11bed18aff7e70c71f850.jpg,0,train,saberzl/SID_Set,train,05441938ea9c7486,1024,768,13cfb62f0abc2f23de51cd54169dab13db49868382c11bed18aff7e70c71f850
data/raw/authentic/84bc5d5a6622ddab7b6daba9b4d8cfd6c881571ba93543a81b0f0e4fbb22cf74.jpg,0,train,saberzl/SID_Set,train,055ee628524ac325,1024,764,84bc5d5a6622ddab7b6daba9b4d8cfd6c881571ba93543a81b0f0e4fbb22cf74
data/raw/authentic/bcaa21523f5726004bcd8ebbba555b5cec9cb99bec5cbcdccf13009b934e68ec.jpg,0,train,saberzl/SID_Set,train,057b22b77d455784,683,1024,bcaa21523f5726004bcd8ebbba555b5cec9cb99bec5cbcdccf13009b934e68ec
data/raw/authentic/0c9899967e24240e693f7af75e8d52e7cd6d1590676470dd1808b53491170d4d.jpg,0,train,saberzl/SID_Set,train,05a3d2cd6e6ba2ff,768,1024,0c9899967e24240e693f7af75e8d52e7cd6d1590676470dd1808b53491170d4d
data/raw/authentic/6ca88e0ff573d0515b26e2f45ee0b439a1d490c9c1892c02aeb841818c630a1e.jpg,0,train,saberzl/SID_Set,train,05b661178d4eb726,1024,666,6ca88e0ff573d0515b26e2f45ee0b439a1d490c9c1892c02aeb841818c630a1e
data/raw/authentic/f51bcf881d432b0b77e6153d6d59816168381084c32b341553b88b00387fa49b.jpg,0,train,saberzl/SID_Set,train,05cf0e654457a619,683,1024,f51bcf881d432b0b77e6153d6d59816168381084c32b341553b88b00387fa49b
data/raw/authentic/4d8562a559151774e331851adf16bfe9594658a3c88091eb801befbe22f052f0.jpg,0,train,saberzl/SID_Set,train,05fdf700c3a6794c,683,1024,4d8562a559151774e331851adf16bfe9594658a3c88091eb801befbe22f052f0
data/raw/authentic/5a08fbeae00d627ce2184bb7d9c144f6260d95b21091ad60fd652c87719ceaa1.jpg,0,train,saberzl/SID_Set,train,05fe4805036d9e2c,1024,768,5a08fbeae00d627ce2184bb7d9c144f6260d95b21091ad60fd652c87719ceaa1
data/raw/authentic/7d48617d3cd7f792de0bb41a2ab41d228b68fbe83f4fa3ae9e708e9730bdc15d.jpg,0,train,saberzl/SID_Set,train,06003a66d1aca956,1024,768,7d48617d3cd7f792de0bb41a2ab41d228b68fbe83f4fa3ae9e708e9730bdc15d
data/raw/authentic/22107b7b60264f5d4bca7fb24549081f14826281af7adc55bbe189690e1ddb04.jpg,0,train,saberzl/SID_Set,train,0633dd650d8ea155,1024,683,22107b7b60264f5d4bca7fb24549081f14826281af7adc55bbe189690e1ddb04
data/raw/authentic/66dd012cd58b4f1d0e2297d642cb94806ae72d2326f4db7b75484fc2125c4e16.jpg,0,train,saberzl/SID_Set,train,0633fbd766934905,1024,575,66dd012cd58b4f1d0e2297d642cb94806ae72d2326f4db7b75484fc2125c4e16
data/raw/authentic/d43fcb5572061de47ed60768b3410b46cb4cc36929ea6887dcc29de355412901.jpg,0,train,saberzl/SID_Set,train,06440c5ded5763c0,1024,768,d43fcb5572061de47ed60768b3410b46cb4cc36929ea6887dcc29de355412901
data/raw/authentic/a6b8d45dfabd1cdf23020248257a7f2119c37e09398741241c19ca7509d78c57.jpg,0,train,saberzl/SID_Set,train,064cb30d1244f7e6,1024,768,a6b8d45dfabd1cdf23020248257a7f2119c37e09398741241c19ca7509d78c57
data/raw/authentic/5c66da6969cd216ab1e9a4122542af7ea4d6ccce83e9a627cd316d3dbc6c7c92.jpg,0,train,saberzl/SID_Set,train,06522d1c8566d440,901,1024,5c66da6969cd216ab1e9a4122542af7ea4d6ccce83e9a627cd316d3dbc6c7c92
data/raw/authentic/541a00a8094da57ff0e55620c3ea02a4c04e0231e3632a1f28ba221257ec47d8.jpg,0,train,saberzl/SID_Set,train,068785fe782a89a1,1024,768,541a00a8094da57ff0e55620c3ea02a4c04e0231e3632a1f28ba221257ec47d8
data/raw/authentic/efce1821b764f130472ca5065ec7097f1453f1e2ad761b065e3e5943d41e14fe.jpg,0,train,saberzl/SID_Set,train,06933281321e0f7d,683,1024,efce1821b764f130472ca5065ec7097f1453f1e2ad761b065e3e5943d41e14fe
data/raw/authentic/4de6bbd75fc4471459f562b54e5def1ce5f084ee95978078674c9a3829c93e2f.jpg,0,train,saberzl/SID_Set,train,06a58dd19c9baec9,1024,768,4de6bbd75fc4471459f562b54e5def1ce5f084ee95978078674c9a3829c93e2f
data/raw/authentic/0f6ee52793401bffba06e56832c36b453cbafc8709ce7a1f92f36d04b95735f2.jpg,0,train,saberzl/SID_Set,train,06b098bca5ffc74f,1024,1024,0f6ee52793401bffba06e56832c36b453cbafc8709ce7a1f92f36d04b95735f2
data/raw/authentic/17cf45764de2230502ff61d94bcc6fc3e9ad6907572ddc0a25d3a97e99b7a9d0.jpg,0,train,saberzl/SID_Set,train,06c32cc35df353da,1024,768,17cf45764de2230502ff61d94bcc6fc3e9ad6907572ddc0a25d3a97e99b7a9d0
data/raw/authentic/d34af407526b142fe7065834c819fec3c03f851868d35fd8a06ec46edd30adc6.jpg,0,train,saberzl/SID_Set,train,06dad7a44708ce58,1024,682,d34af407526b142fe7065834c819fec3c03f851868d35fd8a06ec46edd30adc6
data/raw/authentic/6503cee2ee659f61cc50405931b937f85aff7822df7f0f64fd91fd00a11b43ac.jpg,0,train,saberzl/SID_Set,train,06edbee4df5a729c,682,1024,6503cee2ee659f61cc50405931b937f85aff7822df7f0f64fd91fd00a11b43ac
data/raw/authentic/7936ef8527909b47db9a3590131fe86bd189e177970b90b61d4a88e919184e28.jpg,0,train,saberzl/SID_Set,train,07008868364df1a8,1024,1024,7936ef8527909b47db9a3590131fe86bd189e177970b90b61d4a88e919184e28
data/raw/authentic/53a268068e74dd156148909c1a9fcb2b246d81465223e013fdf161f4152c3456.jpg,0,train,saberzl/SID_Set,train,07055074225764fa,1024,768,53a268068e74dd156148909c1a9fcb2b246d81465223e013fdf161f4152c3456
data/raw/authentic/89652b3c385378079a8648aca27c7f97dbb78397eb86d83436c172df44ff3f2b.jpg,0,train,saberzl/SID_Set,train,07293cdeec0801ef,1024,768,89652b3c385378079a8648aca27c7f97dbb78397eb86d83436c172df44ff3f2b
data/raw/authentic/1158fd6b5d3c824645240ed1a5e3a7206bdacacdb215d1dfa33bfdb055f2dae8.jpg,0,train,saberzl/SID_Set,train,0751222383fa807d,1024,915,1158fd6b5d3c824645240ed1a5e3a7206bdacacdb215d1dfa33bfdb055f2dae8
data/raw/authentic/d1770b29f6be466db8d93584648fb8948eda3aaef1424192e2275d2f102c4874.jpg,0,train,saberzl/SID_Set,train,075db643445af8e3,802,1024,d1770b29f6be466db8d93584648fb8948eda3aaef1424192e2275d2f102c4874
data/raw/authentic/fe6219a1b1b1d85c73db93845cf9f12524aea51f635db2805e322b70f163b0e8.jpg,0,train,saberzl/SID_Set,train,07643759fb0a373a,1024,683,fe6219a1b1b1d85c73db93845cf9f12524aea51f635db2805e322b70f163b0e8
data/raw/authentic/083e11635290b58bab0342e21d0dd2daad8a29cf1dbf0c1be868d498c7522db0.jpg,0,train,saberzl/SID_Set,train,07651c57da4a569c,1024,768,083e11635290b58bab0342e21d0dd2daad8a29cf1dbf0c1be868d498c7522db0
data/raw/authentic/cab9837851b9834b246206838fe407764c36939fe2f786c99e35126c1c76fb37.jpg,0,train,saberzl/SID_Set,train,079480dfd1cbdf18,1024,757,cab9837851b9834b246206838fe407764c36939fe2f786c99e35126c1c76fb37
data/raw/authentic/627883319452a2b230629e328c1ec4232d6b0bb920f475dfdcc3fd16d08f40cf.jpg,0,train,saberzl/SID_Set,train,07acd697612fe025,1024,683,627883319452a2b230629e328c1ec4232d6b0bb920f475dfdcc3fd16d08f40cf
data/raw/authentic/4cf8e304e38f5fe865fb445af2800d3aa0cdcee1b1c6fc31f4360925d20a1ab3.jpg,0,train,saberzl/SID_Set,train,07af4fcc70a44401,1024,768,4cf8e304e38f5fe865fb445af2800d3aa0cdcee1b1c6fc31f4360925d20a1ab3
data/raw/authentic/018935b4bec538c5f8d659f41e3d9d43ae4b7b88bad2cedfe12027484e1a954b.jpg,0,train,saberzl/SID_Set,train,07c4c14d0b894f77,1024,768,018935b4bec538c5f8d659f41e3d9d43ae4b7b88bad2cedfe12027484e1a954b
